"","score","asfeeling"
"1930",63,"Lightly Favorable"
"1931",81,"Strongly Favorable"
"1932",75,"Lightly Favorable"
"1933",75,"Lightly Favorable"
"1934",100,"Strongly Favorable"
"1935",99,"Strongly Favorable"
"1936",80,"Strongly Favorable"
"1937",5,"Strongly unfavorable"
"1938",3,"Strongly unfavorable"
"1939",75,"Lightly Favorable"
"1940",70,"Lightly Favorable"
"1941",80,"Strongly Favorable"
"1942",60,"Lightly Favorable"
"1943",74,"Lightly Favorable"
"1944",80,"Strongly Favorable"
"1945",80,"Strongly Favorable"
"1946",49,"Unfavorable"
"1947",29,"Unfavorable"
"1948",79,"Strongly Favorable"
"1949",86,"Strongly Favorable"
"1950",90,"Strongly Favorable"
"1951",50,"Unfavorable"
"1952",40,"Unfavorable"
"1953",76,"Strongly Favorable"
"1954",1,"Strongly unfavorable"
"1955",83,"Strongly Favorable"
"1956",79,"Strongly Favorable"
"1957",100,"Strongly Favorable"
"1958",91,"Strongly Favorable"
"1959",65,"Lightly Favorable"
"1960",76,"Strongly Favorable"
"1961",79,"Strongly Favorable"
"1962",59,"Lightly Favorable"
"1963",60,"Lightly Favorable"
"1964",100,"Strongly Favorable"
"1965",73,"Lightly Favorable"
"1966",94,"Strongly Favorable"
"1967",50,"Unfavorable"
"1968",85,"Strongly Favorable"
"1969",96,"Strongly Favorable"
"1970",51,"Lightly Favorable"
"1971",97,"Strongly Favorable"
"1972",63,"Lightly Favorable"
"1973",96,"Strongly Favorable"
"1974",50,"Unfavorable"
"1975",79,"Strongly Favorable"
"1976",31,"Unfavorable"
"1977",78,"Strongly Favorable"
"1978",97,"Strongly Favorable"
"1979",10,"Strongly unfavorable"
"1980",25,"Strongly unfavorable"
"1981",54,"Lightly Favorable"
"1982",70,"Lightly Favorable"
"1983",95,"Strongly Favorable"
"1984",87,"Strongly Favorable"
"1985",86,"Strongly Favorable"
"1986",50,"Unfavorable"
"1987",70,"Lightly Favorable"
"1988",95,"Strongly Favorable"
"1989",50,"Unfavorable"
"1990",1,"Strongly unfavorable"
"1991",90,"Strongly Favorable"
"1992",94,"Strongly Favorable"
"1993",75,"Lightly Favorable"
"1994",75,"Lightly Favorable"
"1995",63,"Lightly Favorable"
"1996",9,"Strongly unfavorable"
"1997",48,"Unfavorable"
"1998",100,"Strongly Favorable"
"1999",74,"Lightly Favorable"
"2000",50,"Unfavorable"
"2001",88,"Strongly Favorable"
"2002",76,"Strongly Favorable"
"2003",97,"Strongly Favorable"
"2004",0,"Strongly unfavorable"
"2005",71,"Lightly Favorable"
"2007",75,"Lightly Favorable"
"2008",100,"Strongly Favorable"
"2009",47,"Unfavorable"
"2010",76,"Strongly Favorable"
"2011",79,"Strongly Favorable"
"2012",89,"Strongly Favorable"
"2013",21,"Strongly unfavorable"
"2014",100,"Strongly Favorable"
"2015",47,"Unfavorable"
"2016",1,"Strongly unfavorable"
"2017",50,"Unfavorable"
"2018",65,"Lightly Favorable"
"2019",78,"Strongly Favorable"
"2020",50,"Unfavorable"
"2021",61,"Lightly Favorable"
"2022",33,"Unfavorable"
"2023",23,"Strongly unfavorable"
"2024",4,"Strongly unfavorable"
"2025",56,"Lightly Favorable"
"2026",50,"Unfavorable"
"2027",50,"Unfavorable"
"2028",100,"Strongly Favorable"
"2029",65,"Lightly Favorable"
"2030",30,"Unfavorable"
"2031",91,"Strongly Favorable"
"2032",16,"Strongly unfavorable"
"2033",87,"Strongly Favorable"
"2034",52,"Lightly Favorable"
"2035",48,"Unfavorable"
"2036",52,"Lightly Favorable"
"2037",53,"Lightly Favorable"
"2038",88,"Strongly Favorable"
"2039",47,"Unfavorable"
"2040",80,"Strongly Favorable"
"2041",83,"Strongly Favorable"
"2042",49,"Unfavorable"
"2043",26,"Unfavorable"
"2044",66,"Lightly Favorable"
"2045",70,"Lightly Favorable"
"2046",100,"Strongly Favorable"
"2047",100,"Strongly Favorable"
"2048",90,"Strongly Favorable"
"2049",70,"Lightly Favorable"
"2050",49,"Unfavorable"
"2051",13,"Strongly unfavorable"
"2052",72,"Lightly Favorable"
"2053",99,"Strongly Favorable"
"2054",5,"Strongly unfavorable"
"2055",50,"Unfavorable"
"2056",2,"Strongly unfavorable"
"2057",1,"Strongly unfavorable"
"2058",50,"Unfavorable"
"2059",79,"Strongly Favorable"
"2060",85,"Strongly Favorable"
"2061",50,"Unfavorable"
"2062",10,"Strongly unfavorable"
"2063",55,"Lightly Favorable"
"2064",99,"Strongly Favorable"
"2065",48,"Unfavorable"
"2066",100,"Strongly Favorable"
"2067",71,"Lightly Favorable"
"2068",63,"Lightly Favorable"
"2069",100,"Strongly Favorable"
"2070",100,"Strongly Favorable"
"2071",98,"Strongly Favorable"
"2072",14,"Strongly unfavorable"
"2073",100,"Strongly Favorable"
"2074",85,"Strongly Favorable"
"2075",45,"Unfavorable"
"2076",70,"Lightly Favorable"
"2077",60,"Lightly Favorable"
"2078",71,"Lightly Favorable"
"2079",51,"Lightly Favorable"
"2080",51,"Lightly Favorable"
"2081",98,"Strongly Favorable"
"2083",92,"Strongly Favorable"
"2084",91,"Strongly Favorable"
"2085",64,"Lightly Favorable"
"2086",90,"Strongly Favorable"
"2087",78,"Strongly Favorable"
"2088",5,"Strongly unfavorable"
"2089",81,"Strongly Favorable"
"2090",79,"Strongly Favorable"
"2091",81,"Strongly Favorable"
"2092",60,"Lightly Favorable"
"2094",64,"Lightly Favorable"
"2095",89,"Strongly Favorable"
"2096",100,"Strongly Favorable"
"2097",56,"Lightly Favorable"
"2098",27,"Unfavorable"
"2099",65,"Lightly Favorable"
"2100",46,"Unfavorable"
"2101",57,"Lightly Favorable"
"2102",51,"Lightly Favorable"
"2103",26,"Unfavorable"
"2104",51,"Lightly Favorable"
"2105",48,"Unfavorable"
"2106",74,"Lightly Favorable"
"2107",20,"Strongly unfavorable"
"2108",22,"Strongly unfavorable"
"2109",26,"Unfavorable"
"2110",50,"Unfavorable"
"2111",0,"Strongly unfavorable"
"2112",77,"Strongly Favorable"
"2113",51,"Lightly Favorable"
"2114",96,"Strongly Favorable"
"2115",50,"Unfavorable"
"2116",80,"Strongly Favorable"
"2117",80,"Strongly Favorable"
"2118",58,"Lightly Favorable"
"2119",89,"Strongly Favorable"
"2120",76,"Strongly Favorable"
"2121",14,"Strongly unfavorable"
"2122",89,"Strongly Favorable"
"2124",6,"Strongly unfavorable"
"2125",46,"Unfavorable"
"2126",59,"Lightly Favorable"
"2127",60,"Lightly Favorable"
"2128",8,"Strongly unfavorable"
"2129",87,"Strongly Favorable"
"2130",65,"Lightly Favorable"
"2132",79,"Strongly Favorable"
"2133",4,"Strongly unfavorable"
"2134",76,"Strongly Favorable"
"2135",4,"Strongly unfavorable"
"2136",100,"Strongly Favorable"
"2137",1,"Strongly unfavorable"
"2138",94,"Strongly Favorable"
"2139",69,"Lightly Favorable"
"2140",81,"Strongly Favorable"
"2141",69,"Lightly Favorable"
"2142",50,"Unfavorable"
"2144",31,"Unfavorable"
"2145",19,"Strongly unfavorable"
"2146",87,"Strongly Favorable"
"2147",6,"Strongly unfavorable"
"2148",6,"Strongly unfavorable"
"2149",25,"Strongly unfavorable"
"2150",69,"Lightly Favorable"
"2151",72,"Lightly Favorable"
"2152",29,"Unfavorable"
"2153",46,"Unfavorable"
"2154",25,"Strongly unfavorable"
"2155",26,"Unfavorable"
"2156",0,"Strongly unfavorable"
"2157",56,"Lightly Favorable"
"2158",57,"Lightly Favorable"
"2159",52,"Lightly Favorable"
"2160",8,"Strongly unfavorable"
"2161",81,"Strongly Favorable"
"2162",59,"Lightly Favorable"
"2163",7,"Strongly unfavorable"
"2164",6,"Strongly unfavorable"
"2165",53,"Lightly Favorable"
"2166",89,"Strongly Favorable"
"2167",60,"Lightly Favorable"
"2168",85,"Strongly Favorable"
"2169",20,"Strongly unfavorable"
"2170",88,"Strongly Favorable"
"2171",100,"Strongly Favorable"
"2172",100,"Strongly Favorable"
"2173",88,"Strongly Favorable"
"2174",100,"Strongly Favorable"
"2175",40,"Unfavorable"
"2176",65,"Lightly Favorable"
"2177",98,"Strongly Favorable"
"2178",70,"Lightly Favorable"
"2179",70,"Lightly Favorable"
"2180",66,"Lightly Favorable"
"2181",89,"Strongly Favorable"
"2183",52,"Lightly Favorable"
"2184",30,"Unfavorable"
"2185",81,"Strongly Favorable"
"2186",60,"Lightly Favorable"
"2187",50,"Unfavorable"
"2188",88,"Strongly Favorable"
"2189",75,"Lightly Favorable"
"2190",64,"Lightly Favorable"
"2191",80,"Strongly Favorable"
"2192",61,"Lightly Favorable"
"2193",50,"Unfavorable"
"2194",32,"Unfavorable"
"2195",80,"Strongly Favorable"
"2196",31,"Unfavorable"
"2197",70,"Lightly Favorable"
"2198",51,"Lightly Favorable"
"2199",50,"Unfavorable"
"2200",81,"Strongly Favorable"
"2201",41,"Unfavorable"
"2202",50,"Unfavorable"
"2203",46,"Unfavorable"
"2205",51,"Lightly Favorable"
"2206",3,"Strongly unfavorable"
"2207",39,"Unfavorable"
"2208",100,"Strongly Favorable"
"2209",52,"Lightly Favorable"
"2210",98,"Strongly Favorable"
"2211",79,"Strongly Favorable"
"2212",26,"Unfavorable"
"2213",50,"Unfavorable"
"2214",100,"Strongly Favorable"
"2215",82,"Strongly Favorable"
"2216",76,"Strongly Favorable"
"2217",58,"Lightly Favorable"
"2218",59,"Lightly Favorable"
"2219",32,"Unfavorable"
"2220",75,"Lightly Favorable"
"2221",46,"Unfavorable"
"2222",2,"Strongly unfavorable"
"2224",72,"Lightly Favorable"
"2225",53,"Lightly Favorable"
"2226",41,"Unfavorable"
"2227",0,"Strongly unfavorable"
"2228",60,"Lightly Favorable"
"2229",100,"Strongly Favorable"
"2230",6,"Strongly unfavorable"
"2231",40,"Unfavorable"
"2232",49,"Unfavorable"
"2233",60,"Lightly Favorable"
"2234",30,"Unfavorable"
"2235",30,"Unfavorable"
"2237",21,"Strongly unfavorable"
"2238",60,"Lightly Favorable"
"2239",69,"Lightly Favorable"
"2240",80,"Strongly Favorable"
"2241",54,"Lightly Favorable"
"2242",76,"Strongly Favorable"
"2243",71,"Lightly Favorable"
"2244",77,"Strongly Favorable"
"2245",51,"Lightly Favorable"
"2246",69,"Lightly Favorable"
"2247",81,"Strongly Favorable"
"2248",50,"Unfavorable"
"2249",50,"Unfavorable"
"2250",71,"Lightly Favorable"
"2251",72,"Lightly Favorable"
"2252",88,"Strongly Favorable"
"2253",80,"Strongly Favorable"
"2254",0,"Strongly unfavorable"
"2255",87,"Strongly Favorable"
"2256",75,"Lightly Favorable"
"2257",9,"Strongly unfavorable"
"2259",75,"Lightly Favorable"
"2260",79,"Strongly Favorable"
"2261",88,"Strongly Favorable"
"2262",63,"Lightly Favorable"
"2263",67,"Lightly Favorable"
"2264",50,"Unfavorable"
"2265",61,"Lightly Favorable"
"2266",37,"Unfavorable"
"2267",1,"Strongly unfavorable"
"2268",91,"Strongly Favorable"
"2269",1,"Strongly unfavorable"
"2270",63,"Lightly Favorable"
"2271",73,"Lightly Favorable"
"2272",80,"Strongly Favorable"
"2273",85,"Strongly Favorable"
"2274",100,"Strongly Favorable"
"2275",79,"Strongly Favorable"
"2276",98,"Strongly Favorable"
"2277",19,"Strongly unfavorable"
"2278",81,"Strongly Favorable"
"2279",80,"Strongly Favorable"
"2280",81,"Strongly Favorable"
"2282",20,"Strongly unfavorable"
"2283",66,"Lightly Favorable"
"2284",93,"Strongly Favorable"
"2285",81,"Strongly Favorable"
"2286",12,"Strongly unfavorable"
"2287",53,"Lightly Favorable"
"2288",31,"Unfavorable"
"2289",50,"Unfavorable"
"2290",62,"Lightly Favorable"
"2291",52,"Lightly Favorable"
"2292",62,"Lightly Favorable"
"2293",11,"Strongly unfavorable"
"2294",74,"Lightly Favorable"
"2295",100,"Strongly Favorable"
"2296",61,"Lightly Favorable"
"2297",71,"Lightly Favorable"
"2298",70,"Lightly Favorable"
"2299",90,"Strongly Favorable"
"2300",81,"Strongly Favorable"
"2301",55,"Lightly Favorable"
"2302",80,"Strongly Favorable"
"2304",60,"Lightly Favorable"
"2305",77,"Strongly Favorable"
"2306",33,"Unfavorable"
"2307",0,"Strongly unfavorable"
"2308",80,"Strongly Favorable"
"2309",100,"Strongly Favorable"
"2310",50,"Unfavorable"
"2311",50,"Unfavorable"
"2312",2,"Strongly unfavorable"
"2313",0,"Strongly unfavorable"
"2314",60,"Lightly Favorable"
"2315",75,"Lightly Favorable"
"2316",49,"Unfavorable"
"2317",53,"Lightly Favorable"
"2318",50,"Unfavorable"
"2319",99,"Strongly Favorable"
"2320",50,"Unfavorable"
"2321",50,"Unfavorable"
"2322",80,"Strongly Favorable"
"2323",82,"Strongly Favorable"
"2325",70,"Lightly Favorable"
"2326",75,"Lightly Favorable"
"2327",85,"Strongly Favorable"
"2328",50,"Unfavorable"
"2329",99,"Strongly Favorable"
"2330",36,"Unfavorable"
"2331",100,"Strongly Favorable"
"2332",1,"Strongly unfavorable"
"2333",100,"Strongly Favorable"
"2334",29,"Unfavorable"
"2335",93,"Strongly Favorable"
"2336",74,"Lightly Favorable"
"2337",51,"Lightly Favorable"
"2338",50,"Unfavorable"
"2339",53,"Lightly Favorable"
"2340",12,"Strongly unfavorable"
"2341",11,"Strongly unfavorable"
"2342",86,"Strongly Favorable"
"2343",61,"Lightly Favorable"
"2344",75,"Lightly Favorable"
"2345",41,"Unfavorable"
"2346",20,"Strongly unfavorable"
"2347",10,"Strongly unfavorable"
"2348",49,"Unfavorable"
"2349",51,"Lightly Favorable"
"2350",25,"Strongly unfavorable"
"2351",80,"Strongly Favorable"
"2352",82,"Strongly Favorable"
"2353",49,"Unfavorable"
"2354",76,"Strongly Favorable"
"2355",22,"Strongly unfavorable"
"2356",50,"Unfavorable"
"2357",41,"Unfavorable"
"2358",75,"Lightly Favorable"
"2359",1,"Strongly unfavorable"
"2360",51,"Lightly Favorable"
"2361",68,"Lightly Favorable"
"2362",18,"Strongly unfavorable"
"2363",55,"Lightly Favorable"
"2365",88,"Strongly Favorable"
"2366",76,"Strongly Favorable"
"2367",100,"Strongly Favorable"
"2369",61,"Lightly Favorable"
"2370",2,"Strongly unfavorable"
"2371",90,"Strongly Favorable"
"2372",47,"Unfavorable"
"2373",59,"Lightly Favorable"
"2374",47,"Unfavorable"
"2375",25,"Strongly unfavorable"
"2376",48,"Unfavorable"
"2378",40,"Unfavorable"
"2379",63,"Lightly Favorable"
"2380",81,"Strongly Favorable"
"2381",51,"Lightly Favorable"
"2382",50,"Unfavorable"
"2383",52,"Lightly Favorable"
"2384",60,"Lightly Favorable"
"2385",60,"Lightly Favorable"
"2386",32,"Unfavorable"
"2388",26,"Unfavorable"
"2389",86,"Strongly Favorable"
"2390",0,"Strongly unfavorable"
"2391",20,"Strongly unfavorable"
"2392",5,"Strongly unfavorable"
"2393",42,"Unfavorable"
"2395",40,"Unfavorable"
"2396",0,"Strongly unfavorable"
"2397",53,"Lightly Favorable"
"2398",85,"Strongly Favorable"
"2399",79,"Strongly Favorable"
"2400",41,"Unfavorable"
"2401",79,"Strongly Favorable"
"2403",53,"Lightly Favorable"
"2404",53,"Lightly Favorable"
"2405",40,"Unfavorable"
"2406",26,"Unfavorable"
"2407",32,"Unfavorable"
"2408",100,"Strongly Favorable"
"2409",51,"Lightly Favorable"
"2410",0,"Strongly unfavorable"
"2411",4,"Strongly unfavorable"
"2412",41,"Unfavorable"
"2414",49,"Unfavorable"
"2415",94,"Strongly Favorable"
"2416",41,"Unfavorable"
"2417",71,"Lightly Favorable"
"2418",49,"Unfavorable"
"2419",78,"Strongly Favorable"
"2420",63,"Lightly Favorable"
"2421",90,"Strongly Favorable"
"2422",46,"Unfavorable"
"2423",41,"Unfavorable"
"2424",99,"Strongly Favorable"
"2425",50,"Unfavorable"
"2426",27,"Unfavorable"
"2427",69,"Lightly Favorable"
"2428",50,"Unfavorable"
"2429",69,"Lightly Favorable"
"2430",53,"Lightly Favorable"
"2431",39,"Unfavorable"
"2432",50,"Unfavorable"
"2433",77,"Strongly Favorable"
"2434",40,"Unfavorable"
"2435",100,"Strongly Favorable"
"2436",21,"Strongly unfavorable"
"2437",9,"Strongly unfavorable"
"2438",26,"Unfavorable"
"2439",50,"Unfavorable"
"2440",67,"Lightly Favorable"
"2441",100,"Strongly Favorable"
"2442",36,"Unfavorable"
"2443",80,"Strongly Favorable"
"2445",0,"Strongly unfavorable"
"2446",85,"Strongly Favorable"
"2447",54,"Lightly Favorable"
"2448",41,"Unfavorable"
"2449",50,"Unfavorable"
"2450",76,"Strongly Favorable"
"2452",60,"Lightly Favorable"
"2453",37,"Unfavorable"
"2454",87,"Strongly Favorable"
"2455",40,"Unfavorable"
"2456",51,"Lightly Favorable"
"2457",63,"Lightly Favorable"
"2458",25,"Strongly unfavorable"
"2460",35,"Unfavorable"
"2461",82,"Strongly Favorable"
"2462",30,"Unfavorable"
"2463",86,"Strongly Favorable"
"2464",33,"Unfavorable"
"2465",33,"Unfavorable"
"2466",43,"Unfavorable"
"2467",62,"Lightly Favorable"
"2468",95,"Strongly Favorable"
"2469",19,"Strongly unfavorable"
"2470",90,"Strongly Favorable"
"2471",89,"Strongly Favorable"
"2472",100,"Strongly Favorable"
"2473",30,"Unfavorable"
"2474",0,"Strongly unfavorable"
"2475",95,"Strongly Favorable"
"2476",50,"Unfavorable"
"2477",12,"Strongly unfavorable"
"2478",63,"Lightly Favorable"
"2479",73,"Lightly Favorable"
"2480",50,"Unfavorable"
"2481",46,"Unfavorable"
"2482",66,"Lightly Favorable"
"2483",51,"Lightly Favorable"
"2484",50,"Unfavorable"
"2485",62,"Lightly Favorable"
"2486",56,"Lightly Favorable"
"2487",11,"Strongly unfavorable"
"2488",50,"Unfavorable"
"2489",21,"Strongly unfavorable"
"2490",50,"Unfavorable"
"2491",63,"Lightly Favorable"
"2492",50,"Unfavorable"
"2493",1,"Strongly unfavorable"
"2495",14,"Strongly unfavorable"
"2496",50,"Unfavorable"
"2497",25,"Strongly unfavorable"
"2498",1,"Strongly unfavorable"
"2499",60,"Lightly Favorable"
"2500",31,"Unfavorable"
"2501",40,"Unfavorable"
"2502",51,"Lightly Favorable"
"2503",68,"Lightly Favorable"
"2505",50,"Unfavorable"
"2506",0,"Strongly unfavorable"
"2507",8,"Strongly unfavorable"
"2508",100,"Strongly Favorable"
"2509",24,"Strongly unfavorable"
"2510",31,"Unfavorable"
"2511",53,"Lightly Favorable"
"2512",60,"Lightly Favorable"
"2513",100,"Strongly Favorable"
"2514",91,"Strongly Favorable"
"2516",81,"Strongly Favorable"
"2518",75,"Lightly Favorable"
"2519",61,"Lightly Favorable"
"2520",33,"Unfavorable"
"2521",49,"Unfavorable"
"2522",67,"Lightly Favorable"
"2523",78,"Strongly Favorable"
"2524",81,"Strongly Favorable"
"2525",17,"Strongly unfavorable"
"2526",50,"Unfavorable"
"2527",5,"Strongly unfavorable"
"2528",46,"Unfavorable"
"2529",47,"Unfavorable"
"2530",51,"Lightly Favorable"
"2531",0,"Strongly unfavorable"
"2532",91,"Strongly Favorable"
"2533",58,"Lightly Favorable"
"2534",51,"Lightly Favorable"
"2535",54,"Lightly Favorable"
"2536",95,"Strongly Favorable"
"2537",71,"Lightly Favorable"
"2538",49,"Unfavorable"
"2539",52,"Lightly Favorable"
"2541",98,"Strongly Favorable"
"2542",81,"Strongly Favorable"
"2543",48,"Unfavorable"
"2544",63,"Lightly Favorable"
"2545",2,"Strongly unfavorable"
"2546",75,"Lightly Favorable"
"2548",94,"Strongly Favorable"
"2549",51,"Lightly Favorable"
"2550",6,"Strongly unfavorable"
"2551",59,"Lightly Favorable"
"2552",100,"Strongly Favorable"
"2553",52,"Lightly Favorable"
"2554",100,"Strongly Favorable"
"2555",3,"Strongly unfavorable"
"2556",50,"Unfavorable"
"2557",22,"Strongly unfavorable"
"2559",65,"Lightly Favorable"
"2560",50,"Unfavorable"
"2561",47,"Unfavorable"
"2562",91,"Strongly Favorable"
"2563",50,"Unfavorable"
"2564",30,"Unfavorable"
"2565",73,"Lightly Favorable"
"2566",67,"Lightly Favorable"
"2567",63,"Lightly Favorable"
"2568",66,"Lightly Favorable"
"2570",50,"Unfavorable"
"2571",70,"Lightly Favorable"
"2572",25,"Strongly unfavorable"
"2573",50,"Unfavorable"
"2574",80,"Strongly Favorable"
"2575",2,"Strongly unfavorable"
"2576",2,"Strongly unfavorable"
"2577",67,"Lightly Favorable"
"2578",50,"Unfavorable"
"2579",50,"Unfavorable"
"2580",0,"Strongly unfavorable"
"2581",64,"Lightly Favorable"
"2582",0,"Strongly unfavorable"
"2583",79,"Strongly Favorable"
"2584",49,"Unfavorable"
"2585",88,"Strongly Favorable"
"2586",0,"Strongly unfavorable"
"2587",1,"Strongly unfavorable"
"2588",31,"Unfavorable"
"2589",75,"Lightly Favorable"
"2590",55,"Lightly Favorable"
"2591",9,"Strongly unfavorable"
"2592",52,"Lightly Favorable"
"2593",12,"Strongly unfavorable"
"2594",64,"Lightly Favorable"
"2595",80,"Strongly Favorable"
"2596",25,"Strongly unfavorable"
"2597",46,"Unfavorable"
"2598",53,"Lightly Favorable"
"2599",70,"Lightly Favorable"
"2600",3,"Strongly unfavorable"
"2601",25,"Strongly unfavorable"
"2602",19,"Strongly unfavorable"
"2603",47,"Unfavorable"
"2604",93,"Strongly Favorable"
"2605",30,"Unfavorable"
"2606",68,"Lightly Favorable"
"2607",82,"Strongly Favorable"
"2608",100,"Strongly Favorable"
"2609",35,"Unfavorable"
"2610",64,"Lightly Favorable"
"2611",6,"Strongly unfavorable"
"2612",71,"Lightly Favorable"
"2613",90,"Strongly Favorable"
"2614",100,"Strongly Favorable"
"2615",35,"Unfavorable"
"2616",49,"Unfavorable"
"2617",90,"Strongly Favorable"
"2618",78,"Strongly Favorable"
"2619",50,"Unfavorable"
"2620",50,"Unfavorable"
"2621",55,"Lightly Favorable"
"2622",49,"Unfavorable"
"2623",75,"Lightly Favorable"
"2624",48,"Unfavorable"
"2626",31,"Unfavorable"
"2627",44,"Unfavorable"
"2628",1,"Strongly unfavorable"
"2629",90,"Strongly Favorable"
"2630",80,"Strongly Favorable"
"2631",28,"Unfavorable"
"2632",91,"Strongly Favorable"
"2633",0,"Strongly unfavorable"
"2634",19,"Strongly unfavorable"
"2635",94,"Strongly Favorable"
"2636",50,"Unfavorable"
"2637",97,"Strongly Favorable"
"2638",45,"Unfavorable"
"2639",76,"Strongly Favorable"
"2640",65,"Lightly Favorable"
"2641",81,"Strongly Favorable"
"2642",52,"Lightly Favorable"
"2643",2,"Strongly unfavorable"
"2644",65,"Lightly Favorable"
"2645",5,"Strongly unfavorable"
"2646",100,"Strongly Favorable"
"2647",29,"Unfavorable"
"2648",40,"Unfavorable"
"2650",52,"Lightly Favorable"
"2651",76,"Strongly Favorable"
"2652",51,"Lightly Favorable"
"2653",77,"Strongly Favorable"
"2654",71,"Lightly Favorable"
"2655",50,"Unfavorable"
"2656",85,"Strongly Favorable"
"2657",52,"Lightly Favorable"
"2658",73,"Lightly Favorable"
"2659",84,"Strongly Favorable"
"2660",63,"Lightly Favorable"
"2661",2,"Strongly unfavorable"
"2662",0,"Strongly unfavorable"
"2663",29,"Unfavorable"
"2664",6,"Strongly unfavorable"
"2665",44,"Unfavorable"
"2666",98,"Strongly Favorable"
"2667",88,"Strongly Favorable"
"2668",42,"Unfavorable"
"2669",37,"Unfavorable"
"2670",10,"Strongly unfavorable"
"2671",31,"Unfavorable"
"2672",76,"Strongly Favorable"
"2673",94,"Strongly Favorable"
"2674",100,"Strongly Favorable"
"2676",81,"Strongly Favorable"
"2677",99,"Strongly Favorable"
"2678",100,"Strongly Favorable"
"2680",70,"Lightly Favorable"
"2681",86,"Strongly Favorable"
"2682",46,"Unfavorable"
"2683",51,"Lightly Favorable"
"2684",29,"Unfavorable"
"2685",77,"Strongly Favorable"
"2686",50,"Unfavorable"
"2687",48,"Unfavorable"
"2688",33,"Unfavorable"
"2689",81,"Strongly Favorable"
"2690",89,"Strongly Favorable"
"2691",100,"Strongly Favorable"
"2692",50,"Unfavorable"
"2693",53,"Lightly Favorable"
"2694",51,"Lightly Favorable"
"2695",62,"Lightly Favorable"
"2696",1,"Strongly unfavorable"
"2697",87,"Strongly Favorable"
"2698",52,"Lightly Favorable"
"2699",63,"Lightly Favorable"
"2700",45,"Unfavorable"
"2701",100,"Strongly Favorable"
"2702",57,"Lightly Favorable"
"2703",50,"Unfavorable"
"2704",60,"Lightly Favorable"
"2705",49,"Unfavorable"
"2706",92,"Strongly Favorable"
"2707",74,"Lightly Favorable"
"2708",63,"Lightly Favorable"
"2709",32,"Unfavorable"
"2710",20,"Strongly unfavorable"
"2711",81,"Strongly Favorable"
"2712",50,"Unfavorable"
"2713",72,"Lightly Favorable"
"2714",76,"Strongly Favorable"
"2715",90,"Strongly Favorable"
"2716",76,"Strongly Favorable"
"2717",25,"Strongly unfavorable"
"2718",50,"Unfavorable"
"2719",42,"Unfavorable"
"2720",50,"Unfavorable"
"2721",46,"Unfavorable"
"2722",99,"Strongly Favorable"
"2723",81,"Strongly Favorable"
"2724",38,"Unfavorable"
"2725",25,"Strongly unfavorable"
"2726",50,"Unfavorable"
"2727",50,"Unfavorable"
"2728",11,"Strongly unfavorable"
"2729",14,"Strongly unfavorable"
"2730",89,"Strongly Favorable"
"2731",78,"Strongly Favorable"
"2732",96,"Strongly Favorable"
"2733",0,"Strongly unfavorable"
"2734",1,"Strongly unfavorable"
"2735",35,"Unfavorable"
"2736",42,"Unfavorable"
"2737",84,"Strongly Favorable"
"2738",35,"Unfavorable"
"2739",51,"Lightly Favorable"
"2740",41,"Unfavorable"
"2741",26,"Unfavorable"
"2742",0,"Strongly unfavorable"
"2743",41,"Unfavorable"
"2744",53,"Lightly Favorable"
"2745",30,"Unfavorable"
"2746",94,"Strongly Favorable"
"2747",49,"Unfavorable"
"2748",74,"Lightly Favorable"
"2749",85,"Strongly Favorable"
"2750",78,"Strongly Favorable"
"2751",71,"Lightly Favorable"
"2752",51,"Lightly Favorable"
"2753",100,"Strongly Favorable"
"2754",1,"Strongly unfavorable"
"2755",6,"Strongly unfavorable"
"2756",72,"Lightly Favorable"
"2757",99,"Strongly Favorable"
"2758",100,"Strongly Favorable"
"2759",44,"Unfavorable"
"2760",88,"Strongly Favorable"
"2761",84,"Strongly Favorable"
"2762",90,"Strongly Favorable"
"2763",5,"Strongly unfavorable"
"2764",79,"Strongly Favorable"
"2765",51,"Lightly Favorable"
"2766",2,"Strongly unfavorable"
"2767",77,"Strongly Favorable"
"2768",42,"Unfavorable"
"2769",88,"Strongly Favorable"
"2770",1,"Strongly unfavorable"
"2771",90,"Strongly Favorable"
"2772",61,"Lightly Favorable"
"2773",50,"Unfavorable"
"2774",50,"Unfavorable"
"2775",84,"Strongly Favorable"
"2776",4,"Strongly unfavorable"
"2777",66,"Lightly Favorable"
"2778",80,"Strongly Favorable"
"2779",38,"Unfavorable"
"2780",50,"Unfavorable"
"2782",42,"Unfavorable"
"2784",80,"Strongly Favorable"
"2785",69,"Lightly Favorable"
"2786",57,"Lightly Favorable"
"2787",1,"Strongly unfavorable"
"2788",3,"Strongly unfavorable"
"2789",82,"Strongly Favorable"
"2790",66,"Lightly Favorable"
"2792",58,"Lightly Favorable"
"2793",50,"Unfavorable"
"2794",61,"Lightly Favorable"
"2795",8,"Strongly unfavorable"
"2796",64,"Lightly Favorable"
"2797",79,"Strongly Favorable"
"2798",91,"Strongly Favorable"
"2799",94,"Strongly Favorable"
"2800",100,"Strongly Favorable"
"2801",75,"Lightly Favorable"
"2802",68,"Lightly Favorable"
"2803",61,"Lightly Favorable"
"2804",30,"Unfavorable"
"2805",10,"Strongly unfavorable"
"2806",89,"Strongly Favorable"
"2807",37,"Unfavorable"
